temp,pressure,updated
21.50,101083.28,1
21.50,101082.04,1
21.50,101080.87,1
21.50,101079.66,1
21.50,101078.49,1
21.50,101077.32,1
21.50,101076.18,1
21.50,101075.04,1
21.50,101073.90,1
21.50,101072.79,1
21.50,101071.68,1
21.50,101070.61,1
21.50,101069.53,1
21.50,101068.45,1
21.50,101067.41,1
21.50,101066.36,1
21.50,101065.31,1
21.50,101064.30,1
21.50,101063.29,1
21.50,101062.28,1
21.50,101061.30,1
21.50,101060.31,1
21.50,101059.36,1
21.50,101058.41,1
21.50,101057.47,1
21.50,101056.55,1
21.50,101055.62,1
21.50,101054.74,1
21.50,101053.82,1
21.50,101052.97,1
21.50,101052.08,1
21.50,101051.23,1
21.50,101050.37,1
21.50,101049.55,1
21.50,101048.72,1
21.50,101047.93,1
21.50,101047.11,1
21.50,101046.34,1
21.50,101045.55,1
21.50,101044.80,1
21.50,101044.03,1
21.50,101043.30,1
21.50,101042.58,1
21.50,101041.85,1
21.50,101041.15,1
21.50,101040.46,1
21.50,101039.80,1
21.50,101039.13,1
21.50,101038.46,1
21.50,101037.83,1
21.50,101037.20,1
21.50,101036.56,1
21.50,101035.96,1
21.50,101035.36,1
21.50,101034.76,1
21.50,101034.19,1
21.50,101033.62,1
21.50,101033.08,1
21.50,101032.54,1
21.50,101032.00,1
21.50,101031.49,1
21.50,101030.98,1
21.50,101030.52,1
21.50,101030.01,1
21.50,101029.57,1
21.50,101029.09,1
21.50,101028.65,1
21.50,101028.20,1
21.50,101027.80,1
21.50,101027.38,1
21.50,101027.00,1
21.50,101026.59,1
21.50,101026.24,1
21.50,101025.86,1
21.50,101025.52,1
21.50,101025.16,1
21.50,101024.84,1
21.50,101024.53,1
21.50,101024.22,1
21.50,101023.93,1
21.50,101023.64,1
21.50,101023.39,1
21.50,101023.13,1
21.50,101022.88,1
21.50,101022.63,1
21.50,101022.41,1
21.50,101022.22,1
21.50,101022.03,1
21.50,101021.84,1
21.50,101021.65,1
21.50,101021.49,1
21.50,101021.34,1
21.50,101021.21,1
21.50,101021.09,1
21.50,101020.95,1
21.50,101020.86,1
21.50,101020.77,1
21.50,101020.66,1
21.50,101020.61,1
21.50,101020.54,1
21.50,101020.51,1
21.50,101020.48,1
21.50,101020.45,1
21.50,101020.45,1
21.50,101020.45,1
21.50,101020.45,1
21.50,101020.48,1
21.50,101020.51,1
21.50,101020.58,1
21.50,101020.63,1
21.50,101020.70,1
21.50,101020.80,1
21.50,101020.89,1
21.50,101020.98,1
21.50,101021.12,1
21.50,101021.24,1
21.50,101021.37,1
21.50,101021.52,1
21.50,101021.71,1
21.50,101021.88,1
21.50,101022.06,1
21.50,101022.26,1
21.50,101022.47,1
21.50,101022.70,1
21.50,101022.95,1
21.50,101023.20,1
21.50,101023.45,1
21.50,101023.71,1
21.50,101023.99,1
21.50,101024.30,1
21.50,101024.59,1
21.50,101024.95,1
21.50,101025.27,1
21.50,101025.61,1
21.50,101025.96,1
21.50,101026.34,1
21.50,101026.68,1
21.50,101027.10,1
21.50,101027.48,1
21.50,101027.89,1
21.50,101028.33,1
21.50,101028.77,1
21.50,101029.22,1
21.50,101029.66,1
21.50,101030.13,1
21.50,101030.62,1
21.50,101031.12,1
21.50,101031.62,1
21.50,101032.16,1
21.50,101032.66,1
21.50,101033.20,1
21.50,101033.78,1
21.50,101034.34,1
21.50,101034.92,1
21.50,101035.52,1
21.50,101036.12,1
21.50,101036.72,1
21.50,101037.35,1
21.50,101037.98,1
21.50,101038.62,1
21.50,101039.29,1
21.50,101039.95,1
21.50,101040.65,1
21.50,101041.34,1
21.50,101042.04,1
21.50,101042.77,1
21.50,101043.49,1
21.50,101044.23,1
21.50,101044.98,1
21.50,101045.75,1
21.50,101046.54,1
21.50,101047.33,1
21.50,101048.12,1
21.50,101048.95,1
21.50,101049.77,1
21.50,101050.59,1
21.50,101051.45,1
21.50,101052.30,1
21.50,101053.19,1
21.50,101054.08,1
21.50,101054.96,1
21.50,101055.84,1
21.50,101056.77,1
21.50,101057.72,1
21.50,101058.66,1
21.50,101059.62,1
21.50,101060.57,1
21.50,101061.55,1
21.50,101062.53,1
21.50,101063.54,1
21.50,101064.55,1
21.50,101065.57,1
21.50,101066.62,1
21.50,101067.66,1
21.50,101068.70,1
21.50,101069.79,1
21.50,101070.89,1
21.50,101071.97,1
21.50,101073.08,1
21.50,101074.18,1
21.50,101075.32,1
21.50,101076.47,1
21.50,101077.63,1
21.50,101078.78,1
21.50,101079.98,1
21.50,101081.15,1
21.50,101082.36,1
21.50,101083.56,1
21.50,101084.80,1
21.50,101086.03,1
21.50,101087.27,1
21.50,101088.53,1
21.50,101089.80,1
21.50,101091.10,1
21.50,101092.40,1
21.50,101093.70,1
21.50,101095.03,1
21.50,101096.36,1
21.50,101097.69,1
21.50,101099.05,1
21.50,101100.41,1
21.50,101101.77,1
21.50,101103.17,1
21.50,101104.56,1
21.50,101105.98,1
21.50,101107.41,1
21.50,101108.84,1
21.50,101110.30,1
21.50,101111.75,1
21.50,101113.24,1
21.50,101114.70,1
21.50,101116.22,1
21.50,101117.71,1
21.50,101119.23,1
21.50,101120.75,1
21.50,101122.30,1
21.50,101123.86,1
21.50,101125.45,1
21.50,101127.00,1
21.50,101128.61,1
21.50,101130.20,1
21.50,101131.81,1
21.50,101133.43,1
21.50,101135.08,1
21.50,101136.72,1
21.50,101138.37,1
21.50,101140.05,1
21.50,101141.73,1
21.50,101143.45,1
21.50,101145.15,1
21.50,101146.86,1
21.50,101148.58,1
21.50,101150.31,1
21.50,101152.09,1
21.50,101153.87,1
21.50,101155.64,1
21.50,101157.41,1
21.50,101159.23,1
21.50,101161.03,1
21.50,101162.84,1
21.50,101164.61,1
21.50,101166.41,1
21.50,101168.22,1
21.50,101170.03,1
21.50,101171.81,1
21.50,101173.62,1
21.50,101175.42,1
21.50,101177.23,1
21.50,101179.00,1
21.50,101180.80,1
21.50,101182.62,1
21.50,101184.43,1
21.50,101186.23,1
21.50,101188.01,1
21.50,101189.81,1
21.50,101191.62,1
21.50,101193.42,1
21.50,101195.20,1
21.50,101197.01,1
21.50,101198.82,1
21.50,101200.62,1
21.50,101202.40,1
21.50,101204.20,1
21.50,101206.01,1
21.50,101207.82,1
21.50,101209.62,1
21.50,101211.41,1
21.50,101213.21,1
21.50,101215.02,1
21.50,101216.83,1
21.50,101218.60,1
21.50,101220.41,1
21.50,101222.21,1
21.50,101224.02,1
21.50,101225.80,1
21.50,101227.61,1
21.50,101229.41,1
21.50,101231.22,1
21.50,101233.03,1
21.50,101234.80,1
21.50,101236.61,1
21.50,101238.42,1
21.50,101240.23,1
21.50,101242.01,1
21.50,101243.81,1
21.50,101245.62,1
21.50,101247.43,1
21.50,101249.20,1
21.50,101251.01,1
21.50,101252.82,1
21.50,101254.62,1
21.50,101256.44,1
21.50,101258.21,1
21.50,101260.02,1
21.50,101261.83,1
21.50,101263.64,1
21.50,101265.41,1
21.50,101267.22,1
21.50,101269.02,1
21.50,101270.84,1
21.50,101272.62,1
21.50,101274.42,1
21.50,101276.23,1
21.50,101278.04,1
21.50,101279.85,1
21.50,101281.62,1
21.50,101283.43,1
21.50,101285.24,1
21.50,101287.05,1
21.50,101288.82,1
21.50,101290.63,1
21.50,101292.44,1
21.50,101294.25,1
21.50,101296.03,1
21.50,101297.84,1
21.50,101299.65,1
21.50,101301.45,1
21.50,101303.27,1
21.50,101305.04,1
21.50,101306.84,1
21.50,101308.66,1
21.50,101310.46,1
21.50,101312.24,1
21.50,101314.05,1
21.50,101315.86,1
21.50,101317.67,1
21.50,101319.45,1
21.50,101321.26,1
21.50,101323.06,1
21.50,101324.88,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
21.50,101325.00,1
