loc_valid,lat,lng,fix,date_valid,year,month,day,time_valid,hour,minute,second,subseconds,speed_valid,speed,course_valid,course,alt_valid,altitude,sats,hdop,stats_valid,stats_invalid,updated
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,31,1,0.0000,1,90.00,1,1401.00,11,0.9,32,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,32,1,0.0000,1,90.00,1,1401.00,11,0.9,33,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,33,1,0.0000,1,90.00,1,1401.00,11,0.9,34,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,34,1,0.0000,1,90.00,1,1401.00,11,0.9,35,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,35,1,0.0000,1,90.00,1,1401.00,11,0.9,36,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,36,1,0.0000,1,90.00,1,1401.00,11,0.9,37,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,37,1,0.0000,1,90.00,1,1401.00,11,0.9,38,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,38,1,0.0000,1,90.00,1,1401.00,11,0.9,39,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,39,1,0.0000,1,90.00,1,1401.00,11,0.9,40,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,40,1,0.0000,1,90.00,1,1401.00,11,0.9,41,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,41,1,0.0000,1,90.00,1,1401.00,11,0.9,42,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,42,1,0.0000,1,90.00,1,1401.00,11,0.9,43,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,43,1,0.0000,1,90.00,1,1401.00,11,0.9,44,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,44,1,0.0000,1,90.00,1,1401.00,11,0.9,45,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,45,1,0.0000,1,90.00,1,1401.00,11,0.9,46,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,46,1,0.0000,1,90.00,1,1401.00,11,0.9,47,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,47,1,0.0000,1,90.00,1,1401.00,11,0.9,48,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,48,1,0.0000,1,90.00,1,1401.00,11,0.9,49,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,49,1,0.0000,1,90.00,1,1401.00,11,0.9,50,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,50,1,0.0000,1,90.00,1,1401.00,11,0.9,51,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,51,1,0.0000,1,90.00,1,1401.00,11,0.9,52,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,52,1,0.0000,1,90.00,1,1401.00,11,0.9,53,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,53,1,0.0000,1,90.00,1,1401.00,11,0.9,54,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,54,1,0.0000,1,90.00,1,1401.00,11,0.9,55,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,55,1,0.0000,1,90.00,1,1401.00,11,0.9,56,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,56,1,0.0000,1,90.00,1,1401.00,11,0.9,57,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,57,1,0.0000,1,90.00,1,1401.00,11,0.9,58,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,58,1,0.0000,1,90.00,1,1401.00,11,0.9,59,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,59,1,0.0000,1,90.00,1,1401.00,11,0.9,60,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,60,1,0.0000,1,90.00,1,1401.00,11,0.9,61,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,61,1,0.0000,1,90.00,1,1401.00,11,0.9,62,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,62,1,0.0000,1,90.00,1,1401.00,11,0.9,63,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,63,1,0.0000,1,90.00,1,1401.00,11,0.9,64,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,64,1,0.0000,1,90.00,1,1401.00,11,0.9,65,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,65,1,0.0000,1,90.00,1,1401.00,11,0.9,66,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,66,1,0.0000,1,90.00,1,1401.00,11,0.9,67,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,67,1,0.0000,1,90.00,1,1401.00,11,0.9,68,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,68,1,0.0000,1,90.00,1,1401.00,11,0.9,69,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,69,1,0.0000,1,90.00,1,1401.00,11,0.9,70,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,70,1,0.0000,1,90.00,1,1401.00,11,0.9,71,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,71,1,0.0000,1,90.00,1,1401.00,11,0.9,72,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,72,1,0.0000,1,90.00,1,1401.00,11,0.9,73,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,73,1,0.0000,1,90.00,1,1401.00,11,0.9,74,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,74,1,0.0000,1,90.00,1,1401.00,11,0.9,75,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,75,1,0.0000,1,90.00,1,1401.00,11,0.9,76,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,76,1,0.0000,1,90.00,1,1401.00,11,0.9,77,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,77,1,0.0000,1,90.00,1,1401.00,11,0.9,78,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,78,1,0.0000,1,90.00,1,1401.00,11,0.9,79,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,79,1,0.0000,1,90.00,1,1401.00,11,0.9,80,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,80,1,0.0000,1,90.00,1,1401.00,11,0.9,81,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,81,1,0.0000,1,90.00,1,1401.00,11,0.9,82,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,82,1,0.0000,1,90.00,1,1401.00,11,0.9,83,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,83,1,0.0000,1,90.00,1,1401.00,11,0.9,84,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,84,1,0.0000,1,90.00,1,1401.00,11,0.9,85,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,85,1,0.0000,1,90.00,1,1401.00,11,0.9,86,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,86,1,0.0000,1,90.00,1,1401.00,11,0.9,87,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,87,1,0.0000,1,90.00,1,1401.00,11,0.9,88,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,88,1,0.0000,1,90.00,1,1401.00,11,0.9,89,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,89,1,0.0000,1,90.00,1,1401.00,11,0.9,90,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,90,1,0.0000,1,90.00,1,1401.00,11,0.9,91,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,91,1,0.0000,1,90.00,1,1401.00,11,0.9,92,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,92,1,0.0000,1,90.00,1,1401.00,11,0.9,93,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,93,1,0.0000,1,90.00,1,1401.00,11,0.9,94,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,94,1,0.0000,1,90.00,1,1401.00,11,0.9,95,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,95,1,0.0000,1,90.00,1,1401.00,11,0.9,96,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,96,1,0.0000,1,90.00,1,1401.00,11,0.9,97,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,97,1,0.0000,1,90.00,1,1401.00,11,0.9,98,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,98,1,0.0000,1,90.00,1,1401.00,11,0.9,99,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,0,99,1,0.0000,1,90.00,1,1401.00,11,0.9,100,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,0,1,0.0000,1,90.00,1,1401.00,11,0.9,101,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,1,1,0.0000,1,90.00,1,1401.00,11,0.9,102,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,2,1,0.0000,1,90.00,1,1401.00,11,0.9,103,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,3,1,0.0000,1,90.00,1,1401.00,11,0.9,104,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,4,1,0.0000,1,90.00,1,1401.00,11,0.9,105,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,5,1,0.0000,1,90.00,1,1401.00,11,0.9,106,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,6,1,0.0000,1,90.00,1,1401.00,11,0.9,107,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,7,1,0.0000,1,90.00,1,1401.00,11,0.9,108,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,8,1,0.0000,1,90.00,1,1401.00,11,0.9,109,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,9,1,0.0000,1,90.00,1,1401.00,11,0.9,110,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,10,1,0.0000,1,90.00,1,1401.00,11,0.9,111,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,11,1,0.0000,1,90.00,1,1401.00,11,0.9,112,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,12,1,0.0000,1,90.00,1,1401.00,11,0.9,113,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,13,1,0.0000,1,90.00,1,1401.00,11,0.9,114,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,14,1,0.0000,1,90.00,1,1401.00,11,0.9,115,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,15,1,0.0000,1,90.00,1,1401.00,11,0.9,116,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,16,1,0.0000,1,90.00,1,1401.00,11,0.9,117,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,17,1,0.0000,1,90.00,1,1401.00,11,0.9,118,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,18,1,0.0000,1,90.00,1,1401.00,11,0.9,119,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,19,1,0.0000,1,90.00,1,1401.00,11,0.9,120,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,20,1,0.0000,1,90.00,1,1401.00,11,0.9,121,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,21,1,0.0000,1,90.00,1,1401.00,11,0.9,122,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,22,1,0.0000,1,90.00,1,1401.00,11,0.9,123,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,23,1,0.0000,1,90.00,1,1401.00,11,0.9,124,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,24,1,0.0000,1,90.00,1,1401.00,11,0.9,125,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,25,1,0.0000,1,90.00,1,1401.00,11,0.9,126,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,26,1,0.0000,1,90.00,1,1401.00,11,0.9,127,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,27,1,0.0000,1,90.00,1,1401.00,11,0.9,128,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,28,1,0.0000,1,90.00,1,1401.00,11,0.9,129,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,29,1,0.0000,1,90.00,1,1401.00,11,0.9,130,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,30,1,0.0000,1,90.00,1,1401.00,11,0.9,131,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,31,1,0.0000,1,90.00,1,1401.00,11,0.9,132,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,32,1,0.0000,1,90.00,1,1401.00,11,0.9,133,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,33,1,0.0000,1,90.00,1,1401.00,11,0.9,134,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,34,1,0.0000,1,90.00,1,1401.00,11,0.9,135,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,35,1,0.0000,1,90.00,1,1401.00,11,0.9,136,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,36,1,0.0000,1,90.00,1,1401.00,11,0.9,137,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,37,1,0.0000,1,90.00,1,1401.00,11,0.9,138,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,38,1,0.0000,1,90.00,1,1401.00,11,0.9,139,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,39,1,0.0000,1,90.00,1,1401.00,11,0.9,140,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,40,1,0.0000,1,90.00,1,1401.00,11,0.9,141,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,41,1,0.0000,1,90.00,1,1401.00,11,0.9,142,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,42,1,0.0000,1,90.00,1,1401.00,11,0.9,143,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,43,1,0.0000,1,90.00,1,1401.00,11,0.9,144,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,44,1,0.0000,1,90.00,1,1401.00,11,0.9,145,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,45,1,0.0000,1,90.00,1,1401.00,11,0.9,146,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,46,1,0.0000,1,90.00,1,1401.00,11,0.9,147,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,47,1,0.0000,1,90.00,1,1401.00,11,0.9,148,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,48,1,0.0000,1,90.00,1,1401.00,11,0.9,149,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,49,1,0.0000,1,90.00,1,1401.00,11,0.9,150,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,50,1,0.0000,1,90.00,1,1401.00,11,0.9,151,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,51,1,0.0000,1,90.00,1,1401.00,11,0.9,152,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,52,1,0.0000,1,90.00,1,1401.00,11,0.9,153,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,53,1,0.0000,1,90.00,1,1401.00,11,0.9,154,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,54,1,0.0000,1,90.00,1,1401.00,11,0.9,155,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,55,1,0.0000,1,90.00,1,1401.00,11,0.9,156,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,56,1,0.0000,1,90.00,1,1401.00,11,0.9,157,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,57,1,0.0000,1,90.00,1,1401.00,11,0.9,158,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,58,1,0.0000,1,90.00,1,1401.00,11,0.9,159,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,59,1,0.0000,1,90.00,1,1401.00,11,0.9,160,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,60,1,0.0000,1,90.00,1,1401.00,11,0.9,161,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,61,1,0.0000,1,90.00,1,1401.00,11,0.9,162,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,62,1,0.0000,1,90.00,1,1401.00,11,0.9,163,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,63,1,0.0000,1,90.00,1,1401.00,11,0.9,164,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,64,1,0.0000,1,90.00,1,1401.00,11,0.9,165,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,65,1,0.0000,1,90.00,1,1401.00,11,0.9,166,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,66,1,0.0000,1,90.00,1,1401.00,11,0.9,167,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,67,1,0.0000,1,90.00,1,1401.00,11,0.9,168,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,68,1,0.0000,1,90.00,1,1401.00,11,0.9,169,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,69,1,0.0000,1,90.00,1,1401.00,11,0.9,170,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,70,1,0.0000,1,90.00,1,1401.00,11,0.9,171,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,71,1,0.0000,1,90.00,1,1401.00,11,0.9,172,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,72,1,0.0000,1,90.00,1,1401.00,11,0.9,173,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,73,1,0.0000,1,90.00,1,1401.00,11,0.9,174,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,74,1,0.0000,1,90.00,1,1401.00,11,0.9,175,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,75,1,0.0000,1,90.00,1,1401.00,11,0.9,176,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,76,1,0.0000,1,90.00,1,1401.00,11,0.9,177,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,77,1,0.0000,1,90.00,1,1401.00,11,0.9,178,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,78,1,0.0000,1,90.00,1,1401.00,11,0.9,179,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,79,1,0.0000,1,90.00,1,1401.00,11,0.9,180,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,80,1,0.0000,1,90.00,1,1401.00,11,0.9,181,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,81,1,0.0000,1,90.00,1,1401.00,11,0.9,182,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,82,1,0.0000,1,90.00,1,1401.00,11,0.9,183,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,83,1,0.0000,1,90.00,1,1401.00,11,0.9,184,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,84,1,0.0000,1,90.00,1,1401.00,11,0.9,185,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,85,1,0.0000,1,90.00,1,1401.00,11,0.9,186,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,86,1,0.0000,1,90.00,1,1401.00,11,0.9,187,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,87,1,0.0000,1,90.00,1,1401.00,11,0.9,188,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,88,1,0.0000,1,90.00,1,1401.00,11,0.9,189,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,89,1,0.0000,1,90.00,1,1401.00,11,0.9,190,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,90,1,0.0000,1,90.00,1,1401.00,11,0.9,191,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,91,1,0.0000,1,90.00,1,1401.00,11,0.9,192,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,92,1,0.0000,1,90.00,1,1401.00,11,0.9,193,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,93,1,0.0000,1,90.00,1,1401.00,11,0.9,194,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,94,1,0.0000,1,90.00,1,1401.00,11,0.9,195,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,95,1,0.0000,1,90.00,1,1401.00,11,0.9,196,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,96,1,0.0000,1,90.00,1,1401.00,11,0.9,197,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,97,1,0.0000,1,90.00,1,1401.00,11,0.9,198,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,98,1,0.0000,1,90.00,1,1401.00,11,0.9,199,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,1,99,1,0.0000,1,90.00,1,1401.00,11,0.9,200,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,2,0,1,0.0000,1,90.00,1,1401.00,11,0.9,201,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,2,1,1,0.0000,1,90.00,1,1401.00,11,0.9,202,0,1
1,32.9905000,-106.9750000,3,1,2026,8,18,1,12,0,2,2,1,0.0000,1,90.00,1,1401.00,11,0.9,203,0,1
